Date,환율,금리,종가,ROE,영업이익률,부채비율,EPS,순이익률,BPS,PER,PBR
2020-07-08,1195.699951171875,0.5,53000.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,13.798489976568602,1.3204958326459124
2020-07-09,1192.02001953125,0.5,52800.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,13.746420203072116,1.3155128295038523
2020-07-10,1195.77001953125,0.5,52700.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,13.720385316323874,1.3130213279328222
2020-07-11,1195.77001953125,0.5,52700.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,13.720385316323874,1.3130213279328222
2020-07-12,1195.77001953125,0.5,52700.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,13.720385316323874,1.3130213279328222
2020-07-13,1199.52001953125,0.5,53400.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,13.902629523561572,1.3304618389300324
2020-07-14,1203.780029296875,0.5,53800.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,14.006769070554544,1.3404278452141525
2020-07-15,1203.97998046875,0.5,54700.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,14.241083051288728,1.3628513593534228
2020-07-16,1200.469970703125,0.5,53800.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,14.006769070554544,1.3404278452141525
2020-07-17,1204.22998046875,0.5,54400.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,14.162978391044,1.3553768546403326
2020-07-18,1204.22998046875,0.5,54400.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,14.162978391044,1.3553768546403326
2020-07-19,1204.22998046875,0.5,54400.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,14.162978391044,1.3553768546403326
2020-07-20,1202.530029296875,0.5,54200.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,14.110908617547514,1.3503938514982727
2020-07-21,1200.030029296875,0.5,55300.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,14.397292371778184,1.377800368779603
2020-07-22,1192.739990234375,0.5,54700.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,14.241083051288728,1.3628513593534228
2020-07-23,1197.22998046875,0.5,54100.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,14.084873730799272,1.3479023499272427
2020-07-24,1200.93994140625,0.5,54200.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,14.110908617547514,1.3503938514982727
2020-07-25,1200.93994140625,0.5,54200.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,14.110908617547514,1.3503938514982727
2020-07-26,1200.93994140625,0.5,54200.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,14.110908617547514,1.3503938514982727
2020-07-27,1200.489990234375,0.5,55600.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,14.475397032022912,1.385274873492693
2020-07-28,1195.9200439453125,0.5,58600.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,15.25644363447019,1.4600199206235938
2020-07-29,1199.3699951171875,0.5,59000.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,15.360583181463161,1.4699859269077138
2020-07-30,1190.72998046875,0.5,59000.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,15.360583181463161,1.4699859269077138
2020-07-31,1189.56005859375,0.5,57900.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,15.074199427232491,1.4425794096263835
2020-08-01,1189.56005859375,0.5,57900.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,15.074199427232491,1.4425794096263835
2020-08-02,1189.56005859375,0.5,57900.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,15.074199427232491,1.4425794096263835
2020-08-03,1193.3900146484375,0.5,56800.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,14.787815673001823,1.4151728923450533
2020-08-04,1191.760009765625,0.5,57300.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,14.917990106743035,1.4276304002002034
2020-08-05,1192.25,0.5,56900.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,14.813850559750065,1.4176643939160833
2020-08-06,1185.1800537109375,0.5,58000.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,15.100234313980733,1.4450709111974136
2020-08-07,1183.1700439453125,0.5,57500.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,14.970059880239521,1.4326134033422635
2020-08-08,1183.1700439453125,0.5,57500.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,14.970059880239521,1.4326134033422635
2020-08-09,1183.1700439453125,0.5,57500.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,14.970059880239521,1.4326134033422635
2020-08-10,1188.1500244140625,0.5,57800.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,15.04816454048425,1.4400879080553535
2020-08-11,1185.18994140625,0.5,58200.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,15.15230408747722,1.4500539143394735
2020-08-12,1184.97998046875,0.5,59000.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,15.360583181463161,1.4699859269077138
2020-08-13,1182.75,0.5,58700.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,15.282478521218433,1.4625114221946238
2020-08-14,1184.1199951171875,0.5,58000.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,15.100234313980733,1.4450709111974136
2020-08-15,1184.1199951171875,0.5,58000.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,15.100234313980733,1.4450709111974136
2020-08-16,1184.1199951171875,0.5,58000.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,15.100234313980733,1.4450709111974136
2020-08-17,1186.0400390625,0.5,58000.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,15.100234313980733,1.4450709111974136
2020-08-18,1183.0999755859375,0.5,58400.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,15.204373860973705,1.4550369174815336
2020-08-19,1183.6400146484375,0.5,57800.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,15.04816454048425,1.4400879080553535
2020-08-20,1181.2099609375,0.5,55400.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,14.423327258526426,1.3802918703506328
2020-08-21,1184.2900390625,0.5,55900.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,14.55350169226764,1.3927493782057832
2020-08-22,1184.2900390625,0.5,55900.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,14.55350169226764,1.3927493782057832
2020-08-23,1184.2900390625,0.5,55900.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,14.55350169226764,1.3927493782057832
2020-08-24,1191.199951171875,0.5,56100.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,14.605571465764124,1.397732381347843
2020-08-25,1188.25,0.5,56400.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,14.683676126008852,1.4052068860609332
2020-08-26,1186.4599609375,0.5,56400.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,14.683676126008852,1.4052068860609332
2020-08-27,1183.8499755859375,0.5,55600.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,14.475397032022912,1.385274873492693
2020-08-28,1186.5799560546875,0.5,55400.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,14.423327258526426,1.3802918703506328
2020-08-29,1186.5799560546875,0.5,55400.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,14.423327258526426,1.3802918703506328
2020-08-30,1186.5799560546875,0.5,55400.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,14.423327258526426,1.3802918703506328
2020-08-31,1179.5899658203125,0.5,54000.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,14.058838844051028,1.3454108483562126
2020-09-01,1187.0400390625,0.5,54200.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,14.110908617547514,1.3503938514982727
2020-09-02,1184.9200439453125,0.5,54400.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,14.162978391044,1.3553768546403326
2020-09-03,1188.6500244140625,0.5,56400.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,14.683676126008852,1.4052068860609332
2020-09-04,1190.780029296875,0.5,55600.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,14.475397032022912,1.385274873492693
2020-09-05,1190.780029296875,0.5,55600.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,14.475397032022912,1.385274873492693
2020-09-06,1190.780029296875,0.5,55600.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,14.475397032022912,1.385274873492693
2020-09-07,1186.4200439453125,0.5,56500.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,14.709711012757095,1.4076983876319633
2020-09-08,1186.81005859375,0.5,58700.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,15.282478521218433,1.4625114221946238
2020-09-09,1189.239990234375,0.5,58400.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,15.204373860973705,1.4550369174815336
2020-09-10,1184.3800048828125,0.5,59200.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,15.412652954959645,1.474968930049774
2020-09-11,1187.22998046875,0.5,59000.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,15.360583181463161,1.4699859269077138
2020-09-12,1187.22998046875,0.5,59000.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,15.360583181463161,1.4699859269077138
2020-09-13,1187.22998046875,0.5,59000.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,15.360583181463161,1.4699859269077138
2020-09-14,1186.969970703125,0.5,60400.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,15.725071595938557,1.504866948902134
2020-09-15,1180.8399658203125,0.5,61000.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,15.881280916428013,1.5198159583283142
2020-09-16,1179.25,0.5,61000.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,15.881280916428013,1.5198159583283142
2020-09-17,1172.0699462890625,0.5,59500.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,15.490757615204373,1.4824434347628639
2020-09-18,1168.6500244140625,0.5,59300.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,15.438687841707889,1.4774604316208038
2020-09-19,1168.6500244140625,0.5,59300.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,15.438687841707889,1.4774604316208038
2020-09-20,1168.6500244140625,0.5,59300.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,15.438687841707889,1.4774604316208038
2020-09-21,1163.989990234375,0.5,59200.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,15.412652954959645,1.474968930049774
2020-09-22,1163.8499755859375,0.5,58200.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,15.15230408747722,1.4500539143394735
2020-09-23,1162.5,0.5,58600.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,15.25644363447019,1.4600199206235938
2020-09-24,1169.72998046875,0.5,57800.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,15.04816454048425,1.4400879080553535
2020-09-25,1168.5,0.5,57900.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,15.074199427232491,1.4425794096263835
2020-09-26,1168.5,0.5,57900.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,15.074199427232491,1.4425794096263835
2020-09-27,1168.5,0.5,57900.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,15.074199427232491,1.4425794096263835
2020-09-28,1173.43994140625,0.5,58200.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,15.15230408747722,1.4500539143394735
2020-09-29,1166.4100341796875,0.5,58200.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,15.15230408747722,1.4500539143394735
2020-09-30,1167.8599853515625,0.5,58200.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,15.15230408747722,1.4500539143394735
2020-10-01,1163.780029296875,0.5,58200.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,15.15230408747722,1.4500539143394735
2020-10-02,1161.97998046875,0.5,58200.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,15.15230408747722,1.4500539143394735
2020-10-03,1161.97998046875,0.5,58200.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,15.15230408747722,1.4500539143394735
2020-10-04,1161.97998046875,0.5,58200.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,15.15230408747722,1.4500539143394735
2020-10-05,1165.3599853515625,0.5,58700.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,15.282478521218433,1.4625114221946238
2020-10-06,1156.0899658203125,0.5,59000.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,15.360583181463161,1.4699859269077138
2020-10-07,1163.8900146484375,0.5,59900.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,15.594897162197345,1.492409441046984
2020-10-08,1156.5,0.5,59700.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,15.542827388700859,1.487426437904924
2020-10-09,1150.3599853515625,0.5,59700.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,15.542827388700859,1.487426437904924
2020-10-10,1150.3599853515625,0.5,59700.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,15.542827388700859,1.487426437904924
2020-10-11,1150.3599853515625,0.5,59700.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,15.542827388700859,1.487426437904924
2020-10-12,1142.6500244140625,0.5,60400.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,15.725071595938557,1.504866948902134
2020-10-13,1146.4000244140625,0.5,60900.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,15.85524602967977,1.5173244567572843
2020-10-14,1147.8900146484375,0.5,60900.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,15.85524602967977,1.5173244567572843
2020-10-15,1146.31005859375,0.5,60000.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,15.620932048945587,1.494900942618014
2020-10-16,1144.1300048828125,0.5,59500.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,15.490757615204373,1.4824434347628639
2020-10-17,1144.1300048828125,0.5,59500.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,15.490757615204373,1.4824434347628639
2020-10-18,1144.1300048828125,0.5,59500.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,15.490757615204373,1.4824434347628639
2020-10-19,1141.1800537109375,0.5,60000.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,15.620932048945587,1.494900942618014
2020-10-20,1137.0,0.5,60900.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,15.85524602967977,1.5173244567572843
2020-10-21,1136.0,0.5,60900.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,15.85524602967977,1.5173244567572843
2020-10-22,1132.030029296875,0.5,60100.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,15.646966935693829,1.497392444189044
2020-10-23,1134.1500244140625,0.5,60200.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,15.673001822442073,1.499883945760074
2020-10-24,1134.1500244140625,0.5,60200.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,15.673001822442073,1.499883945760074
2020-10-25,1134.1500244140625,0.5,60200.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,15.673001822442073,1.499883945760074
2020-10-26,1127.760009765625,0.5,60400.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,15.725071595938557,1.504866948902134
2020-10-27,1131.6400146484375,0.5,59800.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,15.568862275449101,1.489917939475954
2020-10-28,1128.22998046875,0.5,59000.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,15.360583181463161,1.4699859269077138
2020-10-29,1134.1800537109375,0.5,58100.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,15.126269200728977,1.4475624127684437
2020-10-30,1129.52001953125,0.5,56600.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,14.735745899505337,1.4101898892029932
2020-10-31,1129.52001953125,0.5,56600.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,14.735745899505337,1.4101898892029932
2020-11-01,1129.52001953125,0.5,56600.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,14.735745899505337,1.4101898892029932
2020-11-02,1135.6099853515625,0.5,57400.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,14.944024993491277,1.4301219017712334
2020-11-03,1132.1400146484375,0.5,58800.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,15.308513407966675,1.4650029237656537
2020-11-04,1130.3299560546875,0.5,58500.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,15.230408747721947,1.4575284190525637
2020-11-05,1129.739990234375,0.5,60300.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,15.699036709190315,1.5023754473311042
2020-11-06,1122.6300048828125,0.5,60100.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,15.646966935693829,1.497392444189044
2020-11-07,1122.6300048828125,0.5,60100.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,15.646966935693829,1.497392444189044
2020-11-08,1122.6300048828125,0.5,60100.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,15.646966935693829,1.497392444189044
2020-11-09,1121.1500244140625,0.5,60200.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,15.673001822442073,1.499883945760074
2020-11-10,1118.68994140625,0.5,60200.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,15.673001822442073,1.499883945760074
2020-11-11,1116.0799560546875,0.5,61300.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,15.95938557667274,1.5272904630414044
2020-11-12,1111.449951171875,0.5,61000.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,15.881280916428013,1.5198159583283142
2020-11-13,1114.9100341796875,0.5,63200.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,16.45404842488935,1.5746289928909747
2020-11-14,1114.9100341796875,0.5,63200.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,16.45404842488935,1.5746289928909747
2020-11-15,1114.9100341796875,0.5,63200.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,16.45404842488935,1.5746289928909747
2020-11-16,1107.760009765625,0.5,66300.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,17.261129914084872,1.6518655415929056
2020-11-17,1106.0899658203125,0.5,65700.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,17.104920593595416,1.6369165321667254
2020-11-18,1104.949951171875,0.5,64800.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,16.870606612861234,1.614493018027455
2020-11-19,1105.9000244140625,0.5,64600.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,16.81853683936475,1.6095100148853951
2020-11-20,1114.1400146484375,0.5,64700.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,16.844571726112992,1.6120015164564252
2020-11-21,1114.1400146484375,0.5,64700.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,16.844571726112992,1.6120015164564252
2020-11-22,1114.1400146484375,0.5,64700.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,16.844571726112992,1.6120015164564252
2020-11-23,1113.8299560546875,0.5,67500.0,9.709985329952882,15.199668009797076,37.06774322305691,3841.0,11.151626995061479,40136.438669255396,17.573548555063784,1.6817635604452659
